"Churned","Membership_Years","Signup_Quarter","Login_Frequency","Session_Duration_Avg","Total_Purchases","Days_Since_Last_purchase","Average_Order_Value","Cart_Abandonment_Rate","Customer_Service_calls","Returns_Rate","Discount_Usage_Rate","Product_Reviews_Written"
0,3.7,Q4,11.0,25.3,18.2,27.0,86.8,68.5,7.0,3.1,17.4,5.0
0,0.8,Q2,24.0,32.7,16.0,6.0,54.98,31.3,4.0,8.1,,0.0
0,7.3,Q4,16.0,25.4,13.0,35.0,127.47,52.4,8.0,1.2,63.35999999999999,1.0
1,1.4,Q3,14.0,12.8,8.0,34.0,122.87,70.4,12.0,12.8,8.6,3.0
1,10.0,Q2,0.0,21.6,6.0,96.0,96.61,82.7,11.0,6.0,,2.0
0,3.8,Q1,14.0,20.4,9.0,16.0,91.59,57.4,2.0,0.3,57.8,
0,1.4,Q1,9.0,26.3,8.0,70.0,51.84,55.3,4.0,7.0,,1.0
0,3.5,Q4,16.0,26.8,16.900000000000002,51.0,86.64,60.3,4.0,11.2,,2.0
0,0.2,Q1,19.0,30.0,13.0,98.0,176.89,50.7,5.0,10.4,42.1,4.0
1,0.3,Q3,0.0,19.4,6.0,9.0,92.23,78.6,9.0,10.1,17.4,1.0
0,1.3,Q2,18.0,24.0,11.0,38.0,60.86,51.5,4.0,3.4,71.0,4.0
0,3.2,Q3,19.0,44.6,16.0,14.0,100.11,31.0,5.0,2.8,6.3,2.0
0,1.9,Q4,14.0,37.6,22.1,2.0,85.94,42.0,4.0,8.7,84.48,
0,4.9,Q3,11.0,31.4,16.0,37.0,109.99,47.4,4.0,2.5,38.2,4.0
1,7.6,Q2,20.0,35.1,23.0,,114.19,43.3,8.0,6.8,86.2,2.0
0,2.7,Q3,22.0,45.8,20.0,,180.94,26.0,2.0,11.3,56.5,14.0
0,2.1,Q4,20.0,32.6,18.2,115.0,197.01,45.3,1.0,2.2,34.92,5.0
0,3.5,Q3,20.0,,13.0,17.0,142.38,60.3,4.0,1.6,51.9,5.0
0,1.7,Q4,12.0,,9.1,5.0,79.24,66.0,4.0,1.6,6.0,0.0
0,9.2,Q2,9.0,22.9,10.0,9.0,103.71,76.0,3.0,14.4,51.7,1.0
0,8.6,Q1,13.0,26.5,12.0,5.0,147.28,58.5,5.0,11.4,42.4,2.0
0,3.9,Q4,6.0,35.8,11.700000000000001,84.0,85.68,46.5,7.0,8.4,44.279999999999994,2.0
0,3.1,Q3,12.0,20.1,10.0,,83.99,55.6,5.0,14.1,47.5,4.0
0,1.2,Q3,21.0,35.6,16.0,1.0,152.34,33.8,4.0,9.6,61.2,4.0
0,0.4,Q3,29.0,51.5,19.0,28.0,181.89,30.2,2.0,5.6,60.0,5.0
0,3.1,Q1,22.0,36.6,20.0,68.0,185.93,26.1,5.0,12.2,45.2,4.0
1,1.7,Q3,7.0,17.0,6.0,35.0,228.99,80.6,8.0,3.5,57.3,
1,3.1,Q3,11.0,43.0,15.0,10.0,141.11,39.9,7.0,2.2,29.6,
0,1.8,Q2,10.0,24.1,9.0,8.0,140.33,46.6,4.0,12.7,13.0,4.0
0,2.7,Q4,10.0,31.3,16.900000000000002,69.0,133.91,49.9,6.0,4.2,65.88,
0,1.8,Q2,14.0,22.8,9.0,,222.28,59.1,3.0,14.1,30.8,1.0
1,1.5,Q4,16.0,35.2,26.0,1.0,111.28,49.2,6.0,4.4,,4.0
0,2.3,Q4,0.0,18.2,5.2,39.0,92.83,58.9,8.0,3.9,59.75999999999999,1.0
0,2.4,Q3,8.0,26.1,8.0,,76.32,64.5,6.0,6.8,22.3,1.0
0,1.6,Q4,20.0,35.0,33.800000000000004,79.0,79.85,44.5,5.0,6.4,11.76,2.0
0,3.6,Q4,28.0,42.5,27.3,119.0,158.27,19.1,3.0,5.9,46.32,3.0
0,2.1,Q1,6.0,25.0,9.0,3.0,51.53,65.5,7.0,3.3,,1.0
0,1.2,Q4,16.0,26.9,16.900000000000002,106.0,123.94,46.5,5.0,2.6,38.879999999999995,3.0
1,3.9,Q3,19.0,42.3,19.0,9.0,142.2,41.1,8.0,0.6,36.6,2.0
0,4.8,Q4,32.0,42.0,23.400000000000002,63.0,89.92,40.2,3.0,9.8,57.959999999999994,2.0
0,4.5,Q2,5.0,34.1,10.0,6.0,73.48,52.6,6.0,3.1,25.5,2.0
1,3.4,Q2,1.0,,9.0,95.0,117.07,89.4,5.0,,26.7,2.0
0,3.7,Q4,3.0,32.4,14.3,10.0,61.44,52.5,4.0,16.2,,0.0
0,2.1,Q4,15.0,32.4,20.8,16.0,124.68,64.2,5.0,7.0,12.839999999999998,3.0
1,3.2,Q3,6.0,15.2,4.0,40.0,204.29,66.4,6.0,12.6,72.7,0.0
1,1.6,Q4,7.0,,10.4,,180.71,60.6,11.0,4.9,15.48,3.0
1,4.2,Q2,31.0,50.9,17.0,2.0,78.88,53.7,2.0,6.2,38.3,7.0
1,3.1,Q2,11.0,26.1,12.0,22.0,233.73,51.2,6.0,3.6,11.1,2.0
0,1.7,Q1,16.0,38.1,15.0,69.0,61.03,36.0,5.0,2.8,8.3,5.0
1,2.4,Q4,5.0,21.2,13.0,41.0,66.76,72.9,4.0,20.8,50.16,1.0
0,2.3,Q3,10.0,,2.0,4.0,98.59,73.2,5.0,1.1,10.3,0.0
0,3.7,Q1,19.0,49.1,18.0,11.0,134.84,20.7,2.0,11.6,22.9,1.0
0,4.1,Q2,9.0,15.6,12.0,2.0,132.34,61.6,3.0,2.4,48.2,3.0
1,5.2,Q1,11.0,23.9,13.0,18.0,84.6,59.4,4.0,2.0,15.8,4.0
0,2.1,Q1,14.0,26.1,10.0,69.0,175.76,47.1,5.0,2.6,30.9,3.0
1,3.9,Q4,10.0,,5.2,,84.85,82.8,8.0,1.2,53.76,0.0
0,0.9,Q3,23.0,39.3,14.0,12.0,113.71,55.9,6.0,10.5,46.7,0.0
0,2.6,Q3,7.0,31.1,13.0,114.0,110.87,50.8,5.0,15.0,81.9,5.0
0,2.5,Q1,13.0,28.5,8.0,17.0,113.43,65.5,5.0,9.7,58.4,1.0
0,2.5,Q2,0.0,18.2,4.0,7.0,98.28,94.8,1.0,2.4,7.8,0.0
1,4.0,Q3,0.0,25.9,7.0,44.0,84.13,79.6,6.0,0.2,71.2,1.0
0,1.6,Q2,22.0,42.9,21.0,,149.92,41.2,3.0,2.0,64.0,5.0
0,4.3,Q1,7.0,22.8,12.0,11.0,54.02,65.2,6.0,4.8,32.7,6.0
1,1.1,Q3,13.0,38.5,14.0,38.0,135.8,50.5,6.0,8.0,25.8,6.0
1,7.7,Q3,0.0,7.9,2.0,83.0,109.87,100.0,5.0,9.6,20.6,0.0
1,3.6,Q4,9.0,14.3,13.0,43.0,87.92,73.9,12.0,7.4,35.879999999999995,4.0
0,1.9,Q3,8.0,18.5,9.0,18.0,87.9,69.8,7.0,0.7,24.9,1.0
0,1.6,Q2,23.0,44.1,23.0,24.0,183.34,27.7,4.0,2.0,49.1,5.0
0,1.4,Q1,2.0,,11.0,14.0,106.88,85.2,4.0,2.3,46.3,1.0
0,3.6,Q2,6.0,10.8,6.0,38.0,159.11,63.3,7.0,4.1,49.7,1.0
1,2.6,Q4,2.0,15.4,3.9000000000000004,35.0,52.33,57.1,8.0,12.6,88.08,0.0
0,3.4,Q4,17.0,41.7,24.7,14.0,141.04,53.7,4.0,,51.24,4.0
0,2.3,Q3,13.0,35.5,15.0,40.0,88.37,36.4,3.0,16.1,58.4,9.0
0,1.3,Q1,0.0,24.5,5.0,12.0,148.79,62.7,7.0,6.3,25.4,1.0
0,1.9,Q2,24.0,33.9,17.0,24.0,113.76,29.9,3.0,6.4,40.4,4.0
0,1.1,Q1,13.0,27.9,8.0,9.0,215.92,61.4,5.0,5.2,85.2,0.0
0,0.3,Q2,0.0,29.9,9.0,3.0,91.84,67.3,6.0,,34.8,2.0
0,2.0,Q2,6.0,19.9,9.0,34.0,71.72,63.9,4.0,0.9,39.1,0.0
0,4.5,Q1,8.0,29.2,12.0,87.0,103.6,56.9,1.0,3.8,39.5,8.0
0,5.2,Q1,18.0,44.6,20.0,13.0,68.81,44.3,7.0,3.9,92.4,10.0
0,2.9,Q1,1.0,23.1,7.0,78.0,253.04,78.9,7.0,20.0,8.5,2.0
0,7.0,Q4,0.0,24.5,10.4,7.0,92.7,58.6,5.0,,80.39999999999999,1.0
0,2.1,Q4,27.0,46.9,28.6,28.0,99.22,44.0,3.0,4.2,26.16,10.0
1,3.0,Q1,2.0,12.4,2.0,27.0,56.77,71.2,11.0,0.9,51.2,0.0
1,2.4,Q2,13.0,42.6,12.0,26.0,118.01,47.8,6.0,3.7,20.9,6.0
1,3.0,Q4,14.0,38.7,13.0,20.0,49.36,74.1,7.0,2.5,35.52,1.0
0,3.2,Q2,0.0,12.5,5.0,7.0,107.97,60.3,5.0,5.2,59.1,1.0
0,4.3,Q1,12.0,30.3,10.0,0.0,102.84,46.3,5.0,5.3,64.0,2.0
1,3.7,Q1,0.0,,4.0,9.0,82.79,75.0,7.0,5.5,43.5,1.0
0,0.8,Q3,8.0,4.0,2.0,39.0,66.79,55.0,7.0,10.8,26.0,1.0
0,0.8,Q2,1.0,20.4,9.0,5.0,139.97,65.1,3.0,1.2,47.6,2.0
0,0.6,Q2,14.0,28.2,9.0,13.0,144.68,60.2,5.0,2.1,24.5,1.0
0,5.2,Q2,10.0,28.9,7.0,54.0,95.66,50.0,8.0,,,1.0
1,5.1,Q3,9.0,26.8,11.0,49.0,91.47,64.2,3.0,17.5,17.8,1.0
1,2.4,Q4,5.0,22.8,15.600000000000001,93.0,193.82,57.7,6.0,1.8,70.44,2.0
1,5.0,Q4,6.0,24.5,7.800000000000001,54.0,110.49,81.3,9.0,2.9,23.52,1.0
0,4.2,Q4,6.0,30.4,22.1,7.0,87.41,61.0,5.0,5.4,48.72,5.0
0,5.4,Q3,7.0,21.0,13.0,5.0,154.57,66.0,4.0,10.4,38.4,2.0
1,2.7,Q4,9.0,14.0,11.700000000000001,12.0,208.9,63.6,7.0,,58.67999999999999,0.0
0,2.6,Q3,26.0,39.6,15.0,5.0,151.61,35.9,4.0,1.6,31.4,2.0
0,5.0,Q2,13.0,29.8,10.0,75.0,112.27,53.0,8.0,3.9,89.6,1.0
0,3.9,Q2,7.0,23.3,5.0,26.0,153.55,62.8,4.0,6.5,,2.0
0,3.8,Q2,15.0,20.2,10.0,,94.49,58.0,4.0,3.8,21.5,3.0
0,5.1,Q2,9.0,32.8,9.0,0.0,113.91,62.4,5.0,9.0,,2.0
0,4.1,Q2,4.0,17.0,9.0,3.0,105.85,60.6,12.0,,19.2,3.0
0,0.8,Q2,20.0,44.0,17.0,3.0,112.21,61.6,6.0,,67.7,5.0
0,1.7,Q4,18.0,28.7,13.0,8.0,152.06,50.1,4.0,3.7,,4.0
0,0.9,Q4,4.0,16.8,6.5,34.0,128.49,66.3,3.0,5.6,22.2,1.0
1,1.2,Q2,0.0,20.0,6.0,10.0,116.82,77.5,14.0,1.5,47.8,
0,2.2,Q1,15.0,41.4,15.0,24.0,192.05,28.5,5.0,3.9,19.4,4.0
0,3.6,Q3,14.0,16.1,8.0,27.0,185.14,70.4,4.0,12.3,43.3,0.0
0,1.0,Q4,21.0,29.9,28.6,45.0,85.48,38.8,3.0,2.0,72.84,3.0
0,2.1,Q1,15.0,33.1,14.0,1.0,100.24,50.2,3.0,1.0,4.8,6.0
0,2.4,Q4,5.0,35.1,13.0,59.0,104.86,73.9,9.0,19.6,14.04,2.0
1,4.1,Q4,16.0,39.0,19.5,,143.79,42.5,8.0,,106.55999999999999,
1,1.4,Q3,14.0,32.8,13.0,25.0,129.74,46.0,4.0,1.2,27.4,4.0
0,3.2,Q1,0.0,39.2,12.0,50.0,139.97,45.5,5.0,2.9,52.8,
0,2.6,Q4,0.0,14.4,6.5,1.0,93.44,56.8,7.0,4.9,54.24,0.0
0,4.1,Q4,27.0,43.1,27.3,50.0,118.32,30.1,1.0,5.1,77.16,
0,0.9,Q1,15.0,24.6,9.0,1.0,94.78,42.2,5.0,6.0,44.0,5.0
0,1.1,Q2,0.0,18.2,9.0,31.0,118.62,75.0,4.0,9.9,30.3,1.0
1,3.8,Q1,3.0,17.7,4.0,53.0,69.85,83.6,6.0,1.4,43.6,0.0
0,0.4,Q4,9.0,30.0,18.2,26.0,73.35,56.5,4.0,,21.24,3.0
1,4.6,Q3,0.0,,7.0,75.0,137.09,79.6,6.0,3.1,83.2,2.0
0,5.3,Q1,3.0,13.6,4.0,10.0,87.68,83.1,9.0,3.1,56.3,2.0
1,0.9,Q4,12.0,27.5,15.600000000000001,154.0,182.21,61.0,6.0,11.4,33.839999999999996,4.0
0,3.7,Q2,21.0,36.7,19.0,20.0,108.71,56.1,4.0,6.2,8.3,5.0
1,1.4,Q3,23.0,36.4,17.0,56.0,118.08,34.1,6.0,9.8,46.5,4.0
0,1.4,Q2,7.0,,8.0,6.0,114.75,69.0,5.0,12.2,45.5,2.0
0,1.9,Q2,7.0,19.1,5.0,15.0,128.72,78.5,8.0,2.1,17.1,1.0
0,4.6,Q3,4.0,6.2,5.0,15.0,90.89,76.4,7.0,1.3,21.1,
0,7.1,Q1,22.0,24.5,14.0,,134.93,51.9,8.0,7.5,42.5,0.0
0,1.9,Q1,9.0,,19.0,47.0,76.49,81.0,6.0,0.9,38.2,1.0
0,2.4,Q2,6.0,20.4,9.0,17.0,65.73,69.2,8.0,5.4,35.8,2.0
0,5.6,Q1,5.0,10.7,10.0,21.0,90.02,67.8,6.0,2.5,40.0,1.0
0,3.0,Q3,18.0,27.9,15.0,3.0,158.58,50.3,0.0,2.1,22.9,9.0
0,10.0,Q1,21.0,38.8,25.0,56.0,120.21,45.5,3.0,4.3,75.6,2.0
0,1.6,Q4,3.0,13.1,6.5,2.0,117.47,72.7,5.0,6.0,41.64,3.0
0,3.6,Q2,24.0,50.8,19.0,8.0,151.34,23.6,3.0,3.3,42.1,2.0
0,2.1,Q3,28.0,45.6,20.0,6.0,181.27,37.3,3.0,2.6,31.8,3.0
0,6.4,Q3,14.0,34.1,10.0,53.0,66.3,62.3,2.0,5.6,28.5,3.0
0,1.5,Q1,4.0,22.2,6.0,7.0,82.95,71.2,5.0,6.5,65.4,1.0
1,2.9,Q1,7.0,14.8,14.0,10.0,120.51,69.0,8.0,11.3,6.0,1.0
0,1.4,Q4,14.0,16.3,16.900000000000002,14.0,175.03,61.1,1.0,1.7,22.92,2.0
1,3.7,Q4,4.0,24.9,2.6,19.0,52.43,87.2,6.0,12.3,9.48,0.0
0,1.9,Q3,9.0,18.2,9.0,30.0,127.57,57.2,3.0,15.1,,4.0
0,7.3,Q2,9.0,35.7,13.0,29.0,86.08,55.9,5.0,3.3,29.6,7.0
0,2.1,Q2,10.0,28.6,9.0,9.0,173.53,52.0,6.0,6.5,,2.0
1,7.0,Q4,0.0,9.4,9.1,72.0,89.98,64.3,5.0,6.1,56.04,0.0
0,2.4,Q2,6.0,35.2,16.0,43.0,129.8,55.4,5.0,6.9,44.1,4.0
0,5.3,Q2,10.0,25.3,9.0,21.0,37.99,65.7,,2.9,36.3,
0,4.5,Q4,11.0,20.1,13.0,6.0,148.82,65.1,7.0,4.3,72.84,5.0
0,2.0,Q4,15.0,44.2,20.8,5.0,116.35,28.0,7.0,1.9,60.12,2.0
0,1.3,Q3,23.0,34.8,16.0,3.0,87.25,45.8,3.0,6.6,43.9,7.0
1,1.7,Q1,0.0,18.8,5.0,9.0,90.33,64.7,10.0,16.8,36.5,0.0
1,2.6,Q3,13.0,37.7,17.0,,154.49,32.2,7.0,12.5,35.5,4.0
1,8.1,Q2,14.0,24.7,5.0,36.0,70.78,74.3,7.0,8.6,42.8,0.0
0,1.6,Q1,11.0,22.6,8.0,20.0,67.18,66.1,6.0,,52.0,4.0
1,5.2,Q3,9.0,17.7,8.0,79.0,39.12,57.8,9.0,2.3,25.6,0.0
0,1.1,Q3,22.0,53.3,24.0,2.0,94.27,16.9,3.0,0.3,43.8,7.0
0,9.3,Q2,10.0,30.7,10.0,56.0,68.23,54.9,7.0,1.9,63.6,5.0
1,4.6,Q4,0.0,22.4,3.9000000000000004,13.0,81.21,71.8,6.0,9.3,15.12,0.0
0,2.0,Q3,20.0,23.5,14.0,63.0,99.39,57.9,7.0,7.8,37.2,4.0
0,1.2,Q1,16.0,28.1,12.0,69.0,147.06,54.4,11.0,6.3,26.3,5.0
0,3.1,Q4,8.0,33.0,16.900000000000002,14.0,59.49,42.8,7.0,5.6,78.48,2.0
0,10.0,Q2,10.0,29.4,20.0,12.0,62.96,42.8,2.0,1.6,54.0,4.0
0,0.7,Q2,7.0,18.0,6.0,64.0,143.35,63.1,10.0,4.5,46.1,3.0
0,5.5,Q4,9.0,21.1,20.8,110.0,94.69,60.2,4.0,7.2,75.96,3.0
1,2.0,Q3,6.0,21.8,9.0,64.0,86.76,80.1,8.0,4.2,49.0,3.0
1,7.3,Q2,28.0,37.8,18.0,11.0,114.35,30.2,4.0,8.4,28.5,7.0
0,2.9,Q3,9.0,29.8,11.0,39.0,75.44,58.4,6.0,2.1,35.6,4.0
0,0.5,Q3,4.0,24.2,11.0,61.0,73.05,62.4,5.0,1.1,51.2,2.0
0,4.5,Q1,4.0,25.3,18.0,3.0,111.89,64.5,5.0,,40.5,2.0
1,2.1,Q3,14.0,22.3,8.0,99.0,144.43,48.5,7.0,12.6,22.9,1.0
0,0.6,Q3,11.0,24.7,11.0,25.0,119.82,52.8,7.0,4.0,41.3,4.0
0,0.5,Q3,11.0,35.7,13.0,16.0,104.0,66.0,3.0,2.1,19.0,
0,4.4,Q4,12.0,8.5,3.9000000000000004,46.0,110.77,70.8,9.0,6.6,48.12,1.0
0,1.9,Q3,12.0,33.1,15.0,14.0,99.68,40.4,3.0,3.9,47.9,5.0
1,2.7,Q1,11.0,24.0,5.0,,86.58,73.7,7.0,3.9,52.0,2.0
0,0.5,Q1,11.0,25.3,12.0,8.0,99.01,59.3,7.0,13.7,89.1,
1,1.3,Q3,29.0,59.2,25.0,77.0,141.87,12.5,1.0,7.9,32.0,10.0
1,3.4,Q3,0.0,23.4,9.0,,81.87,78.9,11.0,1.9,37.7,0.0
1,0.2,Q2,18.0,48.4,15.0,68.0,102.52,35.3,2.0,3.0,27.1,6.0
0,2.1,Q3,23.0,29.2,17.0,71.0,116.62,49.1,3.0,3.7,,4.0
0,3.8,Q1,10.0,30.0,10.0,11.0,157.27,56.8,8.0,,15.1,2.0
0,1.9,Q2,17.0,46.0,26.0,16.0,148.53,20.6,1.0,3.2,69.4,3.0
0,9.0,Q4,6.0,22.1,11.700000000000001,22.0,95.06,50.8,2.0,3.2,42.0,6.0
0,2.5,Q1,18.0,34.5,22.0,34.0,80.49,17.8,3.0,4.3,29.8,4.0
0,3.3,Q3,10.0,16.9,10.0,24.0,151.66,62.3,6.0,0.7,28.7,
0,4.5,Q4,7.0,28.8,20.8,31.0,51.96,76.0,6.0,,47.64,0.0
1,2.8,Q3,17.0,28.0,14.0,0.0,136.96,62.4,7.0,12.5,21.9,4.0
1,1.4,Q2,10.0,21.7,8.0,99.0,131.35,72.4,4.0,,17.2,1.0
0,0.3,Q2,7.0,33.7,8.0,14.0,108.04,70.4,6.0,7.7,45.9,4.0
0,2.7,Q4,11.0,19.3,15.600000000000001,102.0,83.53,67.5,4.0,4.0,9.48,3.0
0,1.3,Q3,1.0,20.9,4.0,6.0,103.59,47.6,3.0,8.1,35.9,2.0
1,0.8,Q2,15.0,,15.0,17.0,159.12,63.8,12.0,3.6,24.6,2.0
0,0.1,Q1,11.0,35.8,18.0,0.0,75.03,60.8,7.0,5.5,27.2,4.0
1,2.6,Q1,17.0,27.0,11.0,37.0,192.61,35.5,9.0,9.4,33.5,4.0
0,4.5,Q1,0.0,6.5,7.0,3.0,138.52,67.0,5.0,1.7,48.0,1.0
0,3.4,Q1,13.0,15.2,6.0,53.0,106.71,68.2,7.0,1.9,30.6,2.0
0,2.5,Q3,14.0,22.2,11.0,12.0,58.79,35.8,7.0,,39.3,1.0
0,1.3,Q2,18.0,28.5,17.0,,51.25,58.6,4.0,7.5,19.6,
0,3.4,Q3,24.0,43.6,28.0,15.0,107.03,36.9,5.0,9.9,68.2,5.0
0,1.4,Q2,18.0,32.6,19.0,28.0,152.31,24.2,5.0,3.8,35.0,3.0
0,5.5,Q4,14.0,24.3,14.3,27.0,80.86,52.7,7.0,0.4,49.440000000000005,1.0
1,0.1,Q2,13.0,31.6,15.0,11.0,145.09,54.4,6.0,6.8,18.9,2.0
1,1.2,Q1,21.0,31.0,16.0,13.0,123.66,60.0,9.0,2.6,36.2,5.0
0,3.3,Q1,6.0,15.8,11.0,24.0,237.4,49.8,2.0,1.1,61.1,
0,1.5,Q3,25.0,29.2,15.0,2.0,98.74,40.3,7.0,3.6,24.1,4.0
1,1.5,Q4,0.0,23.3,7.800000000000001,82.0,181.7,62.4,8.0,16.0,47.279999999999994,1.0
1,2.2,Q3,2.0,9.5,7.0,2.0,140.17,83.5,8.0,1.9,18.9,1.0
0,0.3,Q1,0.0,11.9,8.0,14.0,117.6,74.8,7.0,8.5,34.7,1.0
1,0.6,Q4,14.0,20.6,13.0,21.0,76.25,84.0,5.0,2.0,22.2,2.0
0,4.9,Q3,11.0,30.0,24.0,96.0,67.44,31.6,4.0,8.2,48.7,5.0
0,1.1,Q3,28.0,52.3,29.0,71.0,143.24,27.6,2.0,2.9,9.2,5.0
0,0.2,Q3,0.0,18.6,8.0,5.0,128.88,53.2,6.0,5.0,,0.0
1,5.9,Q2,8.0,,7.0,38.0,129.64,72.9,8.0,8.1,50.0,0.0
0,8.8,Q1,13.0,21.0,5.0,8.0,208.88,69.5,10.0,2.4,30.2,0.0
0,0.4,Q2,4.0,25.5,6.0,26.0,91.0,56.6,12.0,4.5,53.4,1.0
0,2.2,Q2,18.0,31.1,12.0,18.0,224.68,59.6,5.0,6.6,59.9,
0,2.5,Q1,16.0,23.7,9.0,25.0,97.93,49.7,10.0,1.9,18.3,2.0
1,5.4,Q2,14.0,23.2,7.0,15.0,242.48,70.4,6.0,6.5,23.2,3.0
0,0.8,Q1,7.0,30.5,11.0,10.0,117.26,46.4,13.0,13.5,55.7,2.0
0,1.0,Q4,7.0,22.2,15.600000000000001,143.0,59.78,70.8,6.0,14.0,45.6,0.0
0,3.9,Q2,15.0,31.2,14.0,8.0,85.54,55.2,11.0,16.0,14.3,3.0
0,5.3,Q2,8.0,16.7,7.0,10.0,246.31,68.7,8.0,8.2,63.1,1.0
0,0.8,Q1,16.0,23.7,13.0,71.0,77.96,55.7,3.0,6.2,47.5,6.0
0,10.0,Q4,5.0,24.4,11.700000000000001,6.0,69.82,63.3,5.0,0.9,49.68,5.0
0,4.3,Q3,15.0,24.0,8.0,4.0,130.51,72.8,3.0,10.4,49.6,1.0
1,2.2,Q1,0.0,16.1,3.0,17.0,146.19,77.8,5.0,22.6,47.1,0.0
0,2.8,Q1,18.0,39.6,19.0,56.0,80.59,41.8,7.0,7.9,36.3,2.0
1,2.5,Q4,12.0,25.2,6.5,5.0,221.42,76.7,4.0,8.0,,
1,1.0,Q1,14.0,19.8,10.0,74.0,59.63,81.4,4.0,9.8,0.8,1.0
1,0.9,Q4,13.0,20.2,11.700000000000001,36.0,97.14,75.2,4.0,,22.32,4.0
1,3.6,Q4,0.0,,19.5,8.0,86.63,68.8,10.0,,34.199999999999996,0.0
1,1.5,Q2,29.0,30.3,16.0,17.0,143.26,39.3,2.0,7.4,65.8,5.0
0,1.6,Q3,25.0,50.2,27.0,26.0,143.36,32.6,5.0,15.0,44.4,2.0
0,2.3,Q3,14.0,37.0,16.0,186.0,105.49,28.2,4.0,4.2,64.9,7.0
0,7.7,Q2,19.0,24.8,9.0,14.0,133.93,49.7,11.0,5.8,56.7,
0,2.4,Q1,9.0,28.5,12.0,,166.23,47.4,3.0,8.7,28.8,2.0
1,1.6,Q4,0.0,17.7,11.700000000000001,1.0,147.63,74.0,9.0,,27.36,0.0
1,4.6,Q1,26.0,39.1,22.0,8.0,221.29,31.1,6.0,9.6,33.6,10.0
0,4.6,Q3,5.0,15.8,7.0,16.0,122.2,53.5,8.0,11.3,75.4,2.0
0,2.8,Q3,16.0,38.2,21.0,28.0,89.79,30.1,2.0,14.0,30.9,7.0
0,6.3,Q3,9.0,28.1,16.0,60.0,63.2,47.6,10.0,6.5,55.4,1.0
0,2.3,Q4,14.0,40.3,18.2,23.0,125.79,58.2,3.0,9.3,70.92,5.0
1,1.4,Q2,3.0,10.4,2.0,41.0,145.54,54.6,5.0,1.6,63.6,0.0
1,3.6,Q3,13.0,39.0,19.0,37.0,181.91,30.0,6.0,11.5,32.3,6.0
0,1.6,Q1,5.0,19.0,11.0,25.0,77.35,64.4,9.0,1.1,70.2,1.0
0,1.8,Q2,33.0,58.5,24.0,56.0,101.78,24.3,1.0,0.6,22.7,12.0
0,7.5,Q1,12.0,20.9,9.0,40.0,107.13,37.2,4.0,3.0,71.7,4.0
1,1.7,Q2,8.0,29.3,9.0,1.0,107.76,59.7,9.0,3.7,34.1,2.0
1,1.4,Q1,31.0,45.9,20.0,14.0,128.78,43.4,8.0,7.7,22.3,11.0
1,0.9,Q2,4.0,38.0,16.0,93.0,122.78,59.8,7.0,,29.6,7.0
0,1.0,Q1,12.0,31.3,9.0,17.0,110.77,60.2,6.0,16.9,54.8,1.0
0,3.0,Q4,1.0,12.4,11.700000000000001,20.0,73.17,63.9,2.0,3.1,13.92,1.0
1,5.9,Q3,8.0,21.0,14.0,15.0,170.95,48.5,7.0,10.1,48.1,3.0
0,2.2,Q3,25.0,43.6,16.0,58.0,153.94,24.7,3.0,1.8,36.5,7.0
1,1.9,Q1,1.0,12.2,10.0,33.0,206.6,63.3,8.0,6.1,79.7,5.0
0,7.4,Q2,7.0,22.5,5.0,8.0,137.2,56.4,8.0,0.4,79.1,1.0
0,1.2,Q1,20.0,,14.0,16.0,71.41,67.6,8.0,,62.0,5.0
1,1.4,Q3,13.0,15.9,6.0,53.0,68.61,51.9,6.0,17.3,43.4,1.0
1,1.8,Q1,0.0,,7.0,62.0,104.88,85.6,6.0,13.3,70.3,
0,2.6,Q2,9.0,18.5,14.0,64.0,139.45,52.3,5.0,0.5,,2.0
0,0.4,Q2,13.0,36.6,16.0,74.0,76.22,58.0,4.0,5.5,55.4,6.0
0,5.3,Q3,3.0,13.1,6.0,25.0,96.94,69.7,7.0,5.9,47.9,1.0
1,4.8,Q2,12.0,49.4,21.0,1.0,177.88,56.7,3.0,2.5,28.5,5.0
0,3.6,Q4,35.0,60.2,35.1,9.0,93.05,13.2,1.0,5.3,52.08,9.0
0,6.4,Q2,0.0,16.0,4.0,18.0,140.67,76.9,6.0,4.0,16.9,2.0
0,4.5,Q1,14.0,33.4,15.0,32.0,61.7,45.8,5.0,6.0,12.7,
0,2.9,Q3,6.0,20.1,8.0,1.0,74.57,75.0,5.0,10.1,36.6,2.0
1,1.3,Q2,24.0,26.0,15.0,11.0,106.58,35.3,6.0,10.8,26.5,2.0
0,1.1,Q4,7.0,34.3,13.0,,90.4,59.5,5.0,8.5,50.16,2.0
0,5.6,Q3,15.0,31.1,16.0,,67.42,58.0,6.0,6.2,24.7,4.0
0,1.5,Q4,21.0,37.1,14.3,12.0,86.5,48.8,1.0,3.4,23.279999999999998,3.0
1,0.9,Q3,0.0,16.6,6.0,33.0,107.12,78.3,9.0,15.3,55.1,3.0
0,2.6,Q4,12.0,16.4,14.3,3.0,97.9,48.6,4.0,8.8,28.2,1.0
1,3.4,Q1,0.0,13.7,9.0,12.0,109.11,72.0,6.0,13.1,17.0,1.0
0,5.0,Q3,13.0,42.3,20.0,11.0,64.59,51.1,4.0,4.0,39.6,4.0
1,2.8,Q3,11.0,20.2,7.0,5.0,107.11,57.9,5.0,6.2,65.1,0.0
